city,country,population,lat,lng
Udon Thani,Thailand,247231.0,17.4048,102.7893
Kattaqo‘rg‘on,Uzbekistan,247113.0,39.9007,66.2608
Orsk,Russia,246836.0,51.21,58.6273
San Bernardo,Chile,246762.0,-33.6,-70.7
Glendale,United States,246709.0,33.5797,-112.2258
Oruro,Bolivia,246501.0,-17.98,-67.13
Bratsk,Russia,246348.0,56.157,101.615
Wilmington,United States,245910.0,34.2101,-77.886
Matadi,Congo (Kinshasa),245862.0,-5.8166,13.45
Mirzāpur,India,245817.0,25.1454,82.57
Shinozaki,Japan,245786.0,33.9654,130.9454
Rzeszów,Poland,245686.0,50.0705,22.0
Juliaca,Peru,245675.0,-15.5,-70.14
Qinzhou,China,245376.0,21.9504,108.62
Winter Haven,United States,245237.0,28.0118,-81.7017
Nizhnevartovsk,Russia,244937.0,60.935,76.58
Ternopil’,Ukraine,244768.0,49.536,25.5821
Braunschweig,Germany,244715.0,52.25,10.5
Norfolk,United States,244703.0,36.8945,-76.259
Hebi,China,244662.0,35.9504,114.22
Thủ Dầu Một,Vietnam,244277.0,10.9691,106.6527
Kunsan,"Korea, South",244080.0,35.9818,126.716
Jessore,Bangladesh,243987.0,23.1704,89.2
Manisa,Turkey,243971.0,38.6304,27.44
Wŏnju,"Korea, South",243387.0,37.3551,127.9396
Nam Định,Vietnam,243186.0,20.42,106.2
Angarsk,Russia,243158.0,52.56,103.92
North Las Vegas,United States,242975.0,36.288,-115.0901
Hāpur,India,242920.0,28.7437,77.7628
Gilbert,United States,242354.0,33.3103,-111.7463
Le Havre,France,242124.0,49.505,0.105
Caruaru,Brazil,242094.0,-8.28,-35.98
Neuquén,Argentina,242092.0,-38.95,-68.06
Ulanhot,China,241894.0,46.08,122.08
Novorossiysk,Russia,241856.0,44.73,37.7699
Tehuacán,Mexico,241429.0,18.4504,-97.38
Atlantic City,United States,241363.0,39.3797,-74.4527
Ivano-Frankivs’k,Ukraine,241239.0,48.9348,24.7094
Barnstable Town,United States,241132.0,41.6722,-70.3599
Fuzhou,China,241104.0,27.9703,116.36
San Pablo,Philippines,240830.0,14.0696,121.3226
Chesapeake,United States,240397.0,36.6778,-76.3024
Irving,United States,240373.0,32.8584,-96.9702
Hialeah,United States,239673.0,25.8696,-80.3046
Hachimanchō,Japan,239046.0,40.51,141.54
Garland,United States,238002.0,32.91,-96.6305
Fürth,Germany,237844.0,49.47,11.0
As Sīb,Oman,237816.0,23.6802,58.1825
Aarhus,Denmark,237551.0,56.1572,10.2107
Sato,Japan,237444.0,33.1631,129.7177
Al Jubayl,Saudi Arabia,237274.0,27.0046,49.646
Taiping,Malaysia,237095.0,4.865,100.72
Pathein,Burma,237089.0,16.7704,94.75
Tegal,Indonesia,237084.0,-6.8696,109.12
Yidu,China,237042.0,30.3004,111.5
Sylhet,Bangladesh,237000.0,24.9036,91.8736
Qostanay,Kazakhstan,236901.0,53.2209,63.6283
Košice,Slovakia,236563.0,48.7304,21.25
Monclova,Mexico,236244.0,26.9,-101.42
Tours,France,236096.0,47.3804,0.6999
Dera Ghazi Khan,Pakistan,236093.0,30.0604,70.6351
Springs,South Africa,236083.0,-26.2696,28.43
Luton,United Kingdom,235958.0,51.8804,-0.42
Sahiwal,Pakistan,235695.0,30.6717,73.1118
Oviedo,Spain,235651.0,43.3505,-5.83
Yakutsk,Russia,235600.0,62.035,129.735
Lübeck,Germany,235390.0,53.8704,10.67
Jizzax,Uzbekistan,235352.0,40.1004,67.83
Palmas,Brazil,235315.0,-10.2377,-48.2878
Boa Vista,Brazil,235150.0,2.8161,-60.666
Kediri,Indonesia,235143.0,-7.7896,112.0
McKinney,United States,235134.0,33.2016,-96.6669
Fremont,United States,234962.0,37.5265,-121.9852
Kismaayo,Somalia,234852.0,-0.3566,42.5183
Ibb,Yemen,234837.0,13.9759,44.1709
Türkmenabat,Turkmenistan,234817.0,39.11,63.58
Punto Fijo,Venezuela,234736.0,11.72,-70.21
Porbandar,India,234684.0,21.67,69.67
Visalia,United States,234573.0,36.3276,-119.3269
Zacatecas,Mexico,234481.0,22.7704,-102.58
Santa Ana,El Salvador,234478.0,13.9946,-89.5598
Santa Ana de Yacuma,Bolivia,234478.0,-13.76,-65.58
Singaraja,Indonesia,234468.0,-8.1152,115.0944
Nizhnekamsk,Russia,234297.0,55.6404,51.82
York,United States,234245.0,39.9651,-76.7315
Zābol,Iran,233968.0,31.0215,61.4815
Rancagua,Chile,233268.0,-34.17,-70.74
Clermont-Ferrand,France,233050.0,45.78,3.08
Kennewick,United States,232915.0,46.1979,-119.1732
Kremenchuk,Ukraine,232742.0,49.0835,33.4296
Maradi,Niger,232555.0,13.4916,7.0964
Ploieşti,Romania,232542.0,44.9469,26.0365
Nakhon Si Thammarat,Thailand,232335.0,8.4,99.97
Heṭauḍā,Nepal,232334.0,27.4167,85.0334
Evansville,United States,232285.0,37.9881,-87.5341
Saidpur,Bangladesh,232209.0,25.8004,89.0
Paradise,United States,231858.0,36.0807,-115.1369
Al Fallūjah,Iraq,231819.0,33.3477,43.7773
Xiulin,China,231787.0,29.7004,112.4
Ngaoundéré,Cameroon,231357.0,7.3204,13.58
Debrecen,Hungary,231286.0,47.5305,21.63
Osnabrück,Germany,231268.0,52.2804,8.05
Nashua,United States,231262.0,42.7491,-71.491
North Hempstead,United States,231085.0,40.7912,-73.6688
Syktyvkar,Russia,230910.0,61.66,50.82
Zhangye,China,230728.0,38.93,100.45
Ilhéus,Brazil,230622.0,-14.78,-39.05
Santarém,Brazil,230428.0,-2.4333,-54.7
Zinder,Niger,230358.0,13.8,8.9833
Nukus,Uzbekistan,230006.0,42.47,59.615
Magdeburg,Germany,229826.0,52.1304,11.62
Tlemcen,Algeria,229777.0,34.8904,-1.32
Noginsk,Russia,229731.0,55.8704,38.48
Noginsk,Russia,229731.0,64.4833,91.2333
Arlington,United States,229534.0,38.8786,-77.1011
Nawabshah,Pakistan,229504.0,26.2454,68.4
Bharatpur,India,229384.0,27.2504,77.5
Uitenhage,South Africa,228912.0,-33.7596,25.39
Beipiao,China,228515.0,41.81,120.76
Errachidia,Morocco,228489.0,31.9404,-4.45
Petropavl,Kazakhstan,228238.0,54.88,69.22
Miri,Malaysia,228212.0,4.3999,113.9845
Brownsville,United States,227883.0,25.998,-97.4565
Iquique,Chile,227499.0,-20.25,-70.13
Hyesan,"Korea, North",227461.0,41.3927,128.1927
Puducherry,India,227411.0,11.935,79.83
Quillacollo,Bolivia,227052.0,-17.4,-66.28
Staryy Oskol,Russia,226977.0,51.3004,37.84
Liaocheng,China,226930.0,36.4304,115.97
Gusau,Nigeria,226857.0,12.1704,6.66
Tanjungpinang,Indonesia,226666.0,0.9168,104.4714
Chon Buri,Thailand,226618.0,13.4004,101.0
Chuncheon,"Korea, South",226509.0,37.8747,127.7342
Monywa,Burma,226222.0,22.105,95.15
Sabzevār,Iran,226183.0,36.22,57.63
Groznyy,Russia,226100.0,43.3187,45.6987
Kolpino,Russia,225801.0,59.73,30.65
Sikasso,Mali,225753.0,11.3204,-5.68
Mubi,Nigeria,225705.0,10.2703,13.27
Novi Sad,Serbia,225457.0,45.2504,19.8499
Juazeiro do Norte,Brazil,225230.0,-7.21,-39.32
Nyanza,Rwanda,225209.0,-2.3496,29.74
Skikda,Algeria,225181.0,36.8804,6.9
Karnāl,India,225049.0,29.6804,76.97
Bạc Liêu,Vietnam,225000.0,9.2804,105.72
Minamiōzuma,Japan,224926.0,36.2404,137.97
Tanga,Tanzania,224876.0,-5.07,39.09
Cidade de Nacala,Mozambique,224795.0,-14.5186,40.715
Vitoria-Gasteiz,Spain,224578.0,42.85,-2.67
Nāgercoil,India,224329.0,8.1804,77.43
Haeju,"Korea, North",224231.0,38.0394,125.7144
Adıyaman,Turkey,223744.0,37.7704,38.2799
Okara,Pakistan,223648.0,30.8104,73.45
Nārāyanganj,Bangladesh,223622.0,23.6204,90.5
Colima,Mexico,223287.0,19.23,-103.72
Appleton,United States,222222.0,44.2774,-88.3894
Hancheng,China,222135.0,35.4704,110.43
‘Ar‘ar,Saudi Arabia,222016.0,30.99,41.0207
Itabuna,Brazil,221938.0,-14.7896,-39.28
Banja Luka,Bosnia And Herzegovina,221738.0,44.7804,17.18
Guéckédou,Guinea,221715.0,8.554,-10.151
Neyshābūr,Iran,221700.0,36.22,58.82
Āmol,Iran,221650.0,36.4713,52.3633
Tapachula,Mexico,221521.0,14.9,-92.27
Formosa,Argentina,221383.0,-26.1728,-58.1828
Gulfport,United States,221348.0,30.4271,-89.0703
Shakhty,Russia,221312.0,47.7204,40.27
Blagoveshchensk,Russia,221296.0,50.2666,127.5333
Córdoba,Mexico,220563.0,18.9204,-96.92
Babruysk,Belarus,220517.0,53.1266,29.1928
Cabanatuan City,Philippines,220250.0,15.5021,120.9617
Polokwane,South Africa,220045.0,-23.89,29.45
Lhasa,China,219599.0,29.645,91.1
Tanjore,India,219571.0,10.7704,79.15
Gabès,Tunisia,219517.0,33.9004,10.1
Baghlān,Afghanistan,218748.0,36.1393,68.6993
Thousand Oaks,United States,218729.0,34.1914,-118.8755
Velikiy Novgorod,Russia,218717.0,58.5,31.33
Wuhai,China,218427.0,39.6647,106.8122
Bertoua,Cameroon,218111.0,4.5804,13.68
Imperatriz,Brazil,218106.0,-5.52,-47.49
Potsdam,Germany,218095.0,52.4004,13.07
San Pedro de Macorís,Dominican Republic,217899.0,18.4504,-69.3
Mallawī,Egypt,217365.0,27.7304,30.84
Sibolga,Indonesia,217312.0,1.75,98.8
Orléans,France,217301.0,47.9004,1.9
Denov,Uzbekistan,217274.0,38.2772,67.8872
Avondale,United States,217192.0,33.3858,-112.3236
San Bernardino,United States,216995.0,34.1417,-117.2945
Gilgit,Pakistan,216760.0,35.9171,74.3
Rybinsk,Russia,216724.0,58.0503,38.82
Groningen,Netherlands,216688.0,53.2204,6.58
Bremerton,United States,216480.0,47.5436,-122.7121
Roanoke,United States,216177.0,37.2785,-79.958
Trieste,Italy,216035.0,45.6504,13.8
Kielce,Poland,215733.0,50.8904,20.66
Mulhouse,France,215454.0,47.7504,7.35
Biysk,Russia,215430.0,52.5341,85.18
Hickory,United States,215353.0,35.7426,-81.323
Owerri,Nigeria,215038.0,5.493,7.026
Zamora,Mexico,214947.0,19.9804,-102.28
Navoiy,Uzbekistan,214828.0,40.1104,65.355
Split,Croatia,214741.0,43.5204,16.47
Kalamazoo,United States,214083.0,42.2749,-85.5882
Oradea,Romania,213830.0,47.05,21.92
Luts’k,Ukraine,213661.0,50.7472,25.3334
Portoviejo,Ecuador,213601.0,-1.06,-80.46
Bergen,Norway,213585.0,60.391,5.3245
Brăila,Romania,213569.0,45.292,27.969
Tacoma,United States,213418.0,47.2431,-122.4531
Nanping,China,213054.0,26.6304,118.17
Machala,Ecuador,213034.0,-3.26,-79.96
Limbe,Cameroon,212474.0,4.0304,9.19
Marília,Brazil,212218.0,-22.21,-49.95
Fontana,United States,211815.0,34.0968,-117.4599
Kırıkkale,Turkey,211138.0,39.8504,33.53
Abhā,Saudi Arabia,210886.0,18.2301,42.5001
San-Pédro,Côte D’Ivoire,210273.0,4.7704,-6.64
Toamasina,Madagascar,210226.0,-18.1818,49.405
Pāli,India,210103.0,25.7904,73.3299
Thái Bình,Vietnam,210000.0,20.4503,106.333
Oral,Kazakhstan,209788.0,51.2711,51.335
Presidente Prudente,Brazil,209502.0,-22.12,-51.39
Sanming,China,209444.0,26.23,117.58
Rennes,France,209375.0,48.1,-1.67
Ijebu-Ode,Nigeria,209175.0,6.8204,3.92
Tema,Ghana,209000.0,5.6404,0.01
Santander,Spain,208763.0,43.3805,-3.8
Green Bay,United States,208625.0,44.515,-87.9896
Sidi Bel Abbès,Algeria,208604.0,35.1903,-0.64
Bojnūrd,Iran,208582.0,37.47,57.32
La Romana,Dominican Republic,208437.0,18.417,-68.9666
Ḩajjah,Yemen,208287.0,15.6917,43.6021
Waitakere,New Zealand,208100.0,-36.8524,174.5543
Lobito,Angola,207932.0,-12.37,13.5412
College Station,United States,207308.0,30.5852,-96.296
Pingliang,China,207256.0,35.5304,106.6801
Moreno Valley,United States,207226.0,33.9244,-117.2045
Laoag,Philippines,207048.0,18.1988,120.5936
Bahir Dar,Ethiopia,206748.0,11.6001,37.3833
Beersheba,Israel,206408.0,31.25,34.83
Korla,China,206373.0,41.73,86.15
Salzburg,Austria,206279.0,47.8105,13.04
Kalemie,Congo (Kinshasa),206257.0,-5.9333,29.2
Amarillo,United States,206072.0,35.1989,-101.831
Portland,United States,206023.0,43.6773,-70.2715
Northcote,New Zealand,205605.0,-36.7913,174.7758
Jiutai,China,205399.0,44.1447,125.8443
Campeche,Mexico,205212.0,19.83,-90.5
Puqi,China,205164.0,29.7204,113.88
São Carlos,Brazil,205035.0,-22.02,-47.89
Fargo,United States,204820.0,46.8653,-96.8292
Funchal,Portugal,204767.0,32.65,-16.88
Criciúma,Brazil,204217.0,-28.68,-49.39
Lampang,Thailand,204081.0,18.2916,99.4813
Santa Barbara,United States,204034.0,34.4285,-119.7202
Huntington,United States,204011.0,40.8522,-73.3824
Colón,Panama,204000.0,9.365,-79.875
Norwich,United States,203916.0,41.5495,-72.0882
Şalālah,Oman,203877.0,17.0255,54.0852
Sibu,Malaysia,203832.0,2.303,111.843
Las Tunas,Cuba,203684.0,20.9601,-76.9544
Lianzhou,China,203639.0,24.7815,112.3825
Guaratinguetá,Brazil,203580.0,-22.82,-45.19
Pisa,Italy,203336.0,43.7205,10.4
Agartala,India,203264.0,23.8354,91.28
Erfurt,Germany,203254.0,50.9701,11.03
Timon,Brazil,203157.0,-5.115,-42.845
Edéa,Cameroon,203149.0,3.8005,10.12
Rostock,Germany,203080.0,54.0704,12.15
Glendale,United States,203054.0,34.1818,-118.2468
Ongole,India,202860.0,15.5604,80.05
Djougou,Benin,202810.0,9.7004,1.68
Khowy,Iran,202728.0,38.5304,44.97
Mossoró,Brazil,202583.0,-5.19,-37.34
Barisāl,Bangladesh,202242.0,22.7004,90.375
Biskra,Algeria,202103.0,34.86,5.73
Angren,Uzbekistan,202070.0,41.0304,70.1549
Taranto,Italy,202033.0,40.5084,17.23
Yonkers,United States,202019.0,40.9466,-73.8674
Pskov,Russia,201990.0,57.83,28.3299
Al Khums,Libya,201943.0,32.6604,14.26
Minatitlán,Mexico,201902.0,17.9805,-94.53
Huntington Beach,United States,201874.0,33.696,-118.0025
Chiniot,Pakistan,201781.0,31.72,72.98
Pingzhen,Taiwan,201632.0,24.9439,121.2161
San Miguel,El Salvador,201563.0,13.4833,-88.1833
Lashkar Gāh,Afghanistan,201546.0,31.583,64.36
Daşoguz,Turkmenistan,201424.0,41.84,59.965
Sete Lagoas,Brazil,201334.0,-19.4496,-44.25
Gedaref,Sudan,201282.0,14.04,35.38
Cartagena,Spain,201274.0,37.6004,-0.98
Puri,India,201026.0,19.8204,85.9
Aurora,United States,200965.0,41.7637,-88.2901
Dindigul,India,200797.0,10.38,78.0
Haldia,India,200762.0,22.0257,88.0583
Moratuwa,Sri Lanka,200000.0,6.7804,79.88
Rivera,Uruguay,200000.0,-30.8996,-55.56
Pokhara,Nepal,200000.0,28.264,83.972
Zhubei,Taiwan,200000.0,24.8333,121.0119
Bergamo,Italy,200000.0,45.7004,9.67
Néma,Mauritania,200000.0,16.6171,-7.25
Az Zāwīyah,Libya,200000.0,32.7604,12.72
Kasama,Zambia,200000.0,-10.1996,31.1799
Maīmanah,Afghanistan,199795.0,35.9302,64.7701
Gainesville,United States,199695.0,29.6804,-82.3458
Bacău,Romania,199668.0,46.5784,26.9196
Taza,Morocco,199633.0,34.2204,-4.02
Batu Pahat,Malaysia,199619.0,1.8504,102.9333
Balakovo,Russia,199572.0,52.03,47.8
Armavir,Russia,199548.0,45.0004,41.13
Rosetta,Egypt,199509.0,31.4604,30.39
Bila Tserkva,Ukraine,199163.0,49.7743,30.1309
Saskatoon,Canada,198958.0,52.17,-106.67
Aydın,Turkey,198857.0,37.85,27.85
Huangyan,China,198713.0,28.65,121.25
Bulandshahr,India,198612.0,28.4104,77.8484
Ashino,Japan,198566.0,42.975,144.3747
Purnea,India,198453.0,25.7854,87.48
Martapura,Indonesia,198239.0,-3.4135,114.8365
Gemena,Congo (Kinshasa),198056.0,3.26,19.77
Thanh Hóa,Vietnam,197551.0,19.82,105.8
Mbanza-Ngungu,Congo (Kinshasa),197545.0,-5.2496,14.86
Kōfu,Japan,197540.0,35.6504,138.5833
Salamanca,Mexico,197524.0,20.5704,-101.2
Talca,Chile,197479.0,-35.455,-71.67
Proddatūr,India,197451.0,14.7504,78.57
El Tigre,Venezuela,197440.0,8.8903,-64.26
Gurgaon,India,197340.0,28.45,77.02
Burhānpur,India,197233.0,21.3004,76.13
Kure,Japan,196991.0,34.251,132.5656
Cartago,Costa Rica,196946.0,9.87,-83.93
Porlamar,Venezuela,196934.0,10.9604,-63.85
Reims,France,196565.0,49.2504,4.03
Olympia,United States,196078.0,47.0417,-122.8959
Engel’s,Russia,196011.0,51.5004,46.12
North Port,United States,195992.0,27.0577,-82.1975
Burgas,Bulgaria,195966.0,42.5146,27.4746
Ghandinagar,India,195891.0,23.3004,72.6399
Spring Valley,United States,195646.0,36.0987,-115.2619
Iskandar,Uzbekistan,195633.0,41.5507,69.6807
Naka,Japan,195318.0,37.4504,138.86
Coro,Venezuela,195227.0,11.42,-69.68
Brikama,"Gambia, The",195136.0,13.2804,-16.6599
Severodvinsk,Russia,194292.0,64.57,39.83
Al Jahrā’,Kuwait,194193.0,29.3375,47.6581
Huntington,United States,194155.0,38.4109,-82.4344
Deltona,United States,194061.0,28.905,-81.2136
Bongor,Chad,193941.0,10.2859,15.3872
Sunrise Manor,United States,193854.0,36.1785,-115.049
Grand Prairie,United States,193837.0,32.687,-97.0209
Divinópolis,Brazil,193832.0,-20.1495,-44.9
Salinas,United States,193590.0,36.6884,-121.6317
Tarakan,Indonesia,193069.0,3.3,117.633
Machilīpatnam,India,192827.0,16.2004,81.18
Oxford,United Kingdom,192796.0,51.7704,-1.25
Ciudad Madero,Mexico,192736.0,22.3189,-97.8361
Bayamo,Cuba,192632.0,20.3795,-76.6433
Klaipėda,Lithuania,192307.0,55.7204,21.1199
Dunhua,China,191870.0,43.3505,128.22
Ziguinchor,Senegal,191716.0,12.59,-16.29
Waterbury,United States,191484.0,41.5583,-73.0361
Barrancabermeja,Colombia,191403.0,7.09,-73.85
Zlatoust,Russia,191366.0,55.175,59.65
Muar,Malaysia,191346.0,2.0337,102.5666
Overland Park,United States,191278.0,38.887,-94.687
Dhamār,Yemen,191259.0,14.5575,44.3875
Valera,Venezuela,191167.0,9.32,-70.62
Bhiwāni,India,190855.0,28.81,76.125
Norwich,United Kingdom,190756.0,52.6304,1.3
Butuan,Philippines,190557.0,8.9495,125.5436
Caen,France,190099.0,49.1838,-0.35
Saint-Denis,Reunion,190047.0,-20.8789,55.4481
Saddiqabad,Pakistan,189876.0,28.3006,70.1302
La Paz,Mexico,189767.0,24.14,-110.32
Sơn Tây,Vietnam,189547.0,21.1382,105.505
Aberdeen,United Kingdom,189364.0,57.1704,-2.08
Syzran’,Russia,189338.0,53.17,48.48
Đồng Hới,Vietnam,189265.0,17.4833,106.6
Mwene-Ditu,Congo (Kinshasa),189177.0,-7.0,23.44
Kabwe,Zambia,188979.0,-14.44,28.45
Quelimane,Mozambique,188964.0,-17.88,36.89
Cork,Ireland,188907.0,51.8986,-8.4958
Parakou,Benin,188853.0,9.34,2.62
San Fernando del Valle de Catamarca,Argentina,188812.0,-28.47,-65.78
Nandyāl,India,188654.0,15.5204,78.48
Waco,United States,188448.0,31.5597,-97.1882
Angers,France,188380.0,47.48,-0.53
Mostaganem,Algeria,188354.0,35.9404,0.09
Erie,United States,188079.0,42.1168,-80.0733
Paarl,South Africa,187865.0,-33.6996,18.96
Rio Grande,Brazil,187838.0,-32.0495,-52.12
Szeged,Hungary,187765.0,46.2504,20.15
Arapiraca,Brazil,187668.0,-9.75,-36.67
Ternate,Indonesia,187521.0,0.793,127.363
Petropavlovsk-Kamchatskiy,Russia,187282.0,53.062,158.623
Kimch’aek-si,"Korea, North",187270.0,40.6723,129.2027
Puerto Vallarta,Mexico,187134.0,20.6771,-105.245
Gibraltar,Gibraltar,187083.0,36.1324,-5.3781
Cachoeiro de Itapemirim,Brazil,187019.0,-20.85,-41.13
Pinar del Río,Cuba,186990.0,22.4175,-83.6981
Manp’o,"Korea, North",186827.0,41.1454,126.2958
Olsztyn,Poland,186670.0,53.8,20.48
San Cristóbal,Mexico,186661.0,16.75,-92.6334
Cienfuegos,Cuba,186644.0,22.1444,-80.4403
Shendi,Sudan,186611.0,16.6805,33.42
Pécs,Hungary,186262.0,46.0804,18.22
Cedar Rapids,United States,186160.0,41.9667,-91.6781
Marbella,Spain,186131.0,36.5166,-4.8833
Madiun,Indonesia,186099.0,-7.6346,111.515
Ed Damazin,Sudan,186051.0,11.7704,34.35
Arica,Chile,185999.0,-18.5,-70.29
Hagerstown,United States,185704.0,39.6402,-77.7217
Jamaame,Somalia,185270.0,0.0722,42.7506
Tempe,United States,185038.0,33.3881,-111.9318
Kütahya,Turkey,185008.0,39.42,29.93
Yei,South Sudan,185000.0,4.0904,30.68
Mainz,Germany,184997.0,49.9825,8.2732
Ruse,Bulgaria,184270.0,43.8537,25.9733
Tiaret,Algeria,184195.0,35.3804,1.32
Fianarantsoa,Madagascar,184184.0,-21.4333,47.0833
Kramators’k,Ukraine,184105.0,48.7194,37.5344
Kutaisi,Georgia,183945.0,42.25,42.73
Tarlac City,Philippines,183930.0,15.4838,120.5834
Desē,Ethiopia,183802.0,11.13,39.63
Çorum,Turkey,183418.0,40.52,34.95
Gweru,Zimbabwe,183358.0,-19.45,29.82
Mataró,Spain,183293.0,41.54,2.45
Spartanburg,United States,183184.0,34.9437,-81.9256
Manta,Ecuador,183166.0,-0.98,-80.73
Bhusāval,India,183001.0,21.02,75.83
Shibīn al Kawm,Egypt,182900.0,30.592,30.9
Clarksville,United States,182849.0,36.5696,-87.3428
Atyraū,Kazakhstan,182753.0,47.1127,51.92
Pinrang,Indonesia,182731.0,-3.7857,119.6522
Kamensk-Ural’skiy,Russia,182500.0,56.4205,61.935
Chilpancingo,Mexico,182387.0,17.55,-99.5
Birāṭnagar,Nepal,182324.0,26.4837,87.2833
Bahraigh,India,182218.0,27.6204,81.6699
Barrie,Canada,182041.0,44.3838,-79.7
Chingola,Zambia,182015.0,-12.5396,27.85
Tonk,India,181734.0,26.1505,75.79
Probolinggo,Indonesia,181656.0,-7.7496,113.15
Sirsa,India,181639.0,29.4904,75.03
Anda,China,181533.0,46.4,125.32
Gastonia,United States,180974.0,35.2494,-81.1853
Hinthada,Burma,180728.0,17.6483,95.4679
Gangneung,"Korea, South",180611.0,37.7559,128.8962
Castellón de la Plana,Spain,180610.0,39.9704,-0.05
Funtua,Nigeria,180475.0,11.5204,7.32
El Jadid,Morocco,180470.0,33.2604,-8.51
Reggio di Calabria,Italy,180353.0,38.115,15.6414
Zuwārah,Libya,180310.0,32.9344,12.0791
Lorain,United States,180239.0,41.4409,-82.184
Sioux Falls,United States,180204.0,43.5397,-96.7321
Rio Claro,Brazil,180147.0,-22.41,-47.56
Tāngāil,Bangladesh,180144.0,24.25,89.92
Obuase,Ghana,180117.0,6.1904,-1.66
Fort Lauderdale,United States,180072.0,26.1412,-80.1464
Zhaodong,China,179980.0,46.0804,125.98
Balkh,Afghanistan,179969.0,36.7501,66.8997
Potosí,Bolivia,179901.0,-19.5696,-65.75
Phan Rang-Tháp Chàm,Vietnam,179773.0,11.567,108.9833
Varāmīn,Iran,179603.0,35.3166,51.6466
Passo Fundo,Brazil,179529.0,-28.25,-52.42
Almería,Spain,179405.0,36.8303,-2.43
Newport News,United States,179388.0,37.1051,-76.5185
Vizianagaram,India,179358.0,18.1204,83.5
Sittwe,Burma,179032.0,20.14,92.88
Klerksdorp,South Africa,178921.0,-26.88,26.62
Si Racha,Thailand,178916.0,13.159,100.9287
Mary,Turkmenistan,178708.0,37.6,61.8333
Al ‘Arīsh,Egypt,178651.0,31.1249,33.8006
Boma,Congo (Kinshasa),178638.0,-5.83,13.05
Sangolquí,Ecuador,178582.0,-0.31,-78.46
Heroica Nogales,Mexico,178097.0,31.305,-110.945
High Point,United States,177874.0,35.9905,-79.9937
Teziutlan,Mexico,177796.0,19.8204,-97.36
Korhogo,Côte D’Ivoire,177711.0,9.46,-5.64
Termiz,Uzbekistan,177687.0,37.2329,67.2729
Ar Raqqah,Syria,177636.0,35.9304,39.02
Santa Cruz,United States,177556.0,36.9789,-122.0346
El Oued,Algeria,177497.0,33.3704,6.86
Rancho Cucamonga,United States,177452.0,34.1248,-117.5666
Treviso,Italy,177309.0,45.67,12.24
Frisco,United States,177286.0,33.1554,-96.8217
Danbury,United States,177177.0,41.4016,-73.471
Vellore,India,177081.0,12.9204,79.15
Kadugli,Sudan,176931.0,11.01,29.7
Hemet,United States,176892.0,33.7341,-116.9969
Nyíregyháza,Hungary,176880.0,47.9653,21.7187
Alleppey,India,176783.0,9.5004,76.37
Malāyer,Iran,176573.0,34.32,48.85
Letpandan,Burma,176571.0,17.7819,95.7415
Yuzhno-Sakhalinsk,Russia,176484.0,46.965,142.74
Ouargla,Algeria,176271.0,31.97,5.34
Oceanside,United States,176193.0,33.2247,-117.3083
Regina,Canada,176183.0,50.45,-104.617
Salatiga,Indonesia,176000.0,-7.3095,110.4901
Turku,Finland,175945.0,60.4539,22.255
Ontario,United States,175841.0,34.0393,-117.6064
Vancouver,United States,175673.0,45.6367,-122.597
Sāveh,Iran,175533.0,35.0218,50.3314
Modena,Italy,175502.0,44.65,10.92
Les Cayes,Haiti,175457.0,18.2004,-73.75
Baicheng,China,175282.0,23.8997,106.6133
Entebbe,Uganda,175128.0,0.0604,32.46
Yangmei,Taiwan,175000.0,24.9167,121.15
Taitung,Taiwan,175000.0,22.7554,121.14
Sīrjān,Iran,175000.0,29.47,55.73
Harar,Ethiopia,174994.0,9.32,42.15
As Samāwah,Iraq,174978.0,31.3099,45.2803
Ōbiraki,Japan,174972.0,40.57,140.47
Takaoka,Japan,174806.0,42.6504,141.55
Puerto Montt,Chile,174629.0,-41.47,-72.93
George,South Africa,174582.0,-33.95,22.45
Bo,Sierra Leone,174354.0,7.97,-11.74
Garden Grove,United States,174226.0,33.7787,-117.9601
Puerto Cabello,Venezuela,174000.0,10.4704,-68.17
Sidon,Lebanon,173894.0,33.563,35.3688
Beppuchō,Japan,173890.0,42.9304,143.17
Nampa,United States,173863.0,43.5843,-116.5628
Bida,Nigeria,173849.0,9.0804,6.01
Vallejo,United States,173844.0,38.1133,-122.2359
Shimla,India,173503.0,31.1,77.1666
Stavanger,Norway,173132.0,58.97,5.68
Esmeraldas,Ecuador,173101.0,0.9304,-79.67
Bata,Equatorial Guinea,173046.0,1.87,9.77
Ulm,Germany,172955.0,48.4004,10.0
Hạ Long,Vietnam,172915.0,20.9604,107.1
Lishui,China,172777.0,28.4504,119.9
Riobamba,Ecuador,172464.0,-1.67,-78.65
Banyuwangi,Indonesia,172424.0,-8.195,114.3696
Isparta,Turkey,172334.0,37.77,30.53
Weinan,China,172321.0,34.5004,109.5001
Bade,Taiwan,172065.0,24.9575,121.2989
Nova Friburgo,Brazil,171991.0,-22.26,-42.54
Elk Grove,United States,171844.0,38.416,-121.384
Tébessa,Algeria,171742.0,35.4104,8.12
Kragujevac,Serbia,171197.0,44.02,20.92
Piteşti,Romania,171021.0,44.8563,24.8758
Rijeka,Croatia,170992.0,45.33,14.45
Djelfa,Algeria,170901.0,34.68,3.25
Pembroke Pines,United States,170712.0,26.0128,-80.3382
Temirtaū,Kazakhstan,170600.0,50.065,72.965
Uvira,Congo (Kinshasa),170391.0,-3.37,29.14
